,Unnamed: 0.1,Unnamed: 0,Review,Rating
466,466,466,Best refrigerator on performance on .ice making time so fast 108  min it's time for company . Built quantity is best . Best service on Flipkart .  People try to buy is best refrigerator.,best refriger perform ice make time fast   min time compani  built quantiti best  best servic flipkart   peopl tri buy best refriger
467,467,467,Superb product 👌👌 very fast delivery and delivery men is very helpful thank you Flipkart again,superb product 👌👌 fast deliveri deliveri men help thank flipkart
468,468,468,"I am using it for a month. After switching it on there was no sound of compressor. My first thought was..is it working properly?So I did an ice test. It converted water to ice within an hour. (Note - There was nothing else inside except a water bottle.) I don't know the exact time, but when I checked after 55 mins, ice was formed.So far it's working perfectly fine without any noticeable sound.",use month switch sound compressor first thought wasi work properlyso ice test convert water ice within hour note  noth els insid except water bottl dont know exact time check  min ice formedso far work perfect fine without notic sound
469,469,469,very good product. I'm very happy with the purchase. writing this review after using 1month. Flipkart customer care is very helpful. LG gave free demo & installation. thanks to both.,good product im happi purchas write review use  flipkart custom care help lg gave free demo  instal thank
470,470,470,look like small but have more space. good energy saving as it is 5 star rating refrigerator and Lg brand. Good packaging. ice tray and eggs tray both had been attached. No issues. I am happy with this product. Thank you Flipkart.,look like small space good energi save  star rate refriger lg brand good packag ice tray egg tray attach issu happi product thank flipkart
471,471,471,Its is nice refrigerator and i definitely recommend it if u are looking for 180-200L range refrigerator. The best Thing about its is The energy efficiency and Not much heat dissipation from the back. There is No stand comes with it so think of it if you are going to place it in wet area.Happy Shopping...,nice refriger definit recommend u look  rang refriger best thing energi effici much heat dissip back stand come think go place wet areahappi shop
472,472,472,"Excellent product from LG this refrigerator is a good product which I had purchased and I am happy with it.it has a beautiful design and a classic look.all over from outside it is good.from  inside it is also excellent it is good for a 4 member family and the best feature of it is the ""Fastest Ice Making""This feature is just awesome it just make ice cubes in just 3to 4 hrs😯😯😳😳.But I got it before 3 days ago and still the installation is not done i had to do it by my own.Not excepted thi...",excel product lg refriger good product purchas happi itit beauti design classic lookal outsid goodfrom  insid also excel good  member famili best featur fastest ice makingthi featur awesom make ice cube   hrs😯😯😳😳but got  day ago still instal done ownnot except thi
473,473,473,fridge's good but delivery service is bad,fridg good deliveri servic bad
474,474,474,noise every 20 min like open close door 😠,nois everi  min like open close door 😠
475,475,475,Nice beautiful nice and super design nice looking value for money super finishing back and supercooling,nice beauti nice super design nice look valu money super finish back supercool
